2	0
2	7578
2	20305
2	21623
2	26240
2	31659
2	65883
2	79870
2	105080
2	120190
2	140459
2	155489
2	172741
2	175425
2	181804
2	186364
2	196008
2	215495
2	226882
2	255058
2	271963
2	333416
2	364731
2	391213
2	412405
2	424085
2	424220
2	446275
2	451762
2	469431
2	484768
2	510062
2	521633
2	532197
2	550179
2	560749
2	579589
2	583381
2	588942
2	590998
2	597402
2	612203
2	618136
2	650421
2	679591
2	682570
2	712402
2	725587
2	729587
2	742314
2	748610
2	751570
2	809670
2	814193
2	817163
2	837413
2	867806
2	869644
2	876436
2	880897
2	897895
2	902027
2	902933
2	913337
2	930867
2	952211
2	976099
2	1041709
2	1066163
2	1106028
2	1110285
2	1115841
2	1116263
2	1119070
2	1155115
2	1206739
2	1238229
2	1248121
2	1266497
2	1271530
2	1272990
2	1284236
2	1284517
2	1299262
2	1326292
2	1351323
2	1399628
2	1419264
2	1435782
2	1479233
2	1486474
2	1503145
2	1550006
2	1569541
2	1584966
2	1603366
2	1608580
2	1616626
2	1660919
2	1665501
2	1672546
2	1689273
2	1706044
2	1706239
2	1757678
2	1759037
2	1765934
2	1768632
2	1790187
2	1798364
2	1798508
2	1820975
2	1858843
2	1866982
2	1926991
2	1965817
2	1977937
2	1999707
2	2038189
2	2059512
2	2060498
2	2073965
2	2074228
2	2097513
2	2113989
2	2133395
2	2133725
2	2141287
2	2145261
2	2148070
2	2162487
2	2166047
2	2185545
2	2187621
2	2187839
2	2196917
2	2204195
2	2221793
2	2245113
2	2245507
2	2262292
2	2288570
2	2293789
2	2301940
2	2306418
2	2310373
2	2312428
2	2328852
2	2381585
2	2393746
2	2402647
2	2416694
2	2432097
2	2433194
2	2433800
2	2434384
2	2447854
2	2466525
2	2492510
2	2496385
2	2509297
2	2509439
2	2510974
2	2512979
2	2520099
2	2520807
2	2524231
2	2566712
2	2566890
2	2603632
2	2621742
2	2624215
2	2634950
2	2655274
2	2674404
2	2691087
2	2691305
2	2693833
2	2701380
